file,date,latitude,longitude,ocean,profiler_type,institution,date_update,parsed_date,download_url
csiro/5905521/profiles/R5905521_112.nc,20250611032030,-7.762,105.214,I,869,CS,20250611053607,2025-06-11 03:20:30,https://data-argo.ifremer.fr/dac/csiro/5905521/profiles/R5905521_112.nc
aoml/2903434/profiles/R2903434_032.nc,20250220151037,11.09,86.599,I,854,AO,20250302233143,2025-02-20 15:10:37,https://data-argo.ifremer.fr/dac/aoml/2903434/profiles/R2903434_032.nc
incois/2903953/profiles/R2903953_023.nc,20250810141426,-1.25,74.067,I,844,IN,20250811003904,2025-08-10 14:14:26,https://data-argo.ifremer.fr/dac/incois/2903953/profiles/R2903953_023.nc
csiro/5905529/profiles/R5905529_076.nc,20241211151320,-14.863,93.057,I,844,CS,20241211183257,2024-12-11 15:13:20,https://data-argo.ifremer.fr/dac/csiro/5905529/profiles/R5905529_076.nc
aoml/5902493/profiles/R5902493_314.nc,20250510205420,-13.878,99.538,I,853,AO,20250520223223,2025-05-10 20:54:20,https://data-argo.ifremer.fr/dac/aoml/5902493/profiles/R5902493_314.nc
aoml/2903465/profiles/D2903465_065.nc,20250312034009,-4.957,90.115,I,869,AO,20250404141449,2025-03-12 03:40:09,https://data-argo.ifremer.fr/dac/aoml/2903465/profiles/D2903465_065.nc
coriolis/6903140/profiles/R6903140_274.nc,20241210204330,22.946,62.713,I,844,IF,20250524114540,2024-12-10 20:43:30,https://data-argo.ifremer.fr/dac/coriolis/6903140/profiles/R6903140_274.nc
coriolis/1902572/profiles/R1902572_102.nc,20250704024140,-12.206,51.701,I,878,IF,20250704033010,2025-07-04 02:41:40,https://data-argo.ifremer.fr/dac/coriolis/1902572/profiles/R1902572_102.nc
coriolis/7901023/profiles/R7901023_062.nc,20250406002832,-5.845,41.578,I,834,IF,20250406020141,2025-04-06 00:28:32,https://data-argo.ifremer.fr/dac/coriolis/7901023/profiles/R7901023_062.nc
aoml/2903136/profiles/R2903136_097.nc,20250726124045,-4.192,88.33,I,854,AO,20250805233843,2025-07-26 12:40:45,https://data-argo.ifremer.fr/dac/aoml/2903136/profiles/R2903136_097.nc
incois/7902190/profiles/R7902190_044.nc,20250706032840,13.293,81.375,I,846,IN,20250805112213,2025-07-06 03:28:40,https://data-argo.ifremer.fr/dac/incois/7902190/profiles/R7902190_044.nc
coriolis/7901013/profiles/R7901013_092.nc,20250204184600,-9.361,47.104,I,844,IF,20250204193516,2025-02-04 18:46:00,https://data-argo.ifremer.fr/dac/coriolis/7901013/profiles/R7901013_092.nc
aoml/5906279/profiles/R5906279_177.nc,20250610035234,-17.787,68.956,I,846,AO,20250610070234,2025-06-10 03:52:34,https://data-argo.ifremer.fr/dac/aoml/5906279/profiles/R5906279_177.nc
incois/7902247/profiles/R7902247_006.nc,20250222135825,1.25,81.25,I,844,IN,20250223023034,2025-02-22 13:58:25,https://data-argo.ifremer.fr/dac/incois/7902247/profiles/R7902247_006.nc
incois/1902677/profiles/R1902677_059.nc,20250820134802,-11.1,81.383,I,844,IN,20250821003752,2025-08-20 13:48:02,https://data-argo.ifremer.fr/dac/incois/1902677/profiles/R1902677_059.nc
aoml/3902658/profiles/R3902658_010.nc,20250630183050,-7.355,77.635,I,869,AO,20250630223406,2025-06-30 18:30:50,https://data-argo.ifremer.fr/dac/aoml/3902658/profiles/R3902658_010.nc
csiro/5905549/profiles/R5905549_058.nc,20250314125720,-13.367,79.386,I,844,CS,20250725073618,2025-03-14 12:57:20,https://data-argo.ifremer.fr/dac/csiro/5905549/profiles/R5905549_058.nc
incois/3902581/profiles/R3902581_062.nc,20250704132900,1.345,86.821,I,836,IN,20250704145909,2025-07-04 13:29:00,https://data-argo.ifremer.fr/dac/incois/3902581/profiles/R3902581_062.nc
coriolis/1902660/profiles/R1902660_009.nc,20250425072437,20.548,59.45,I,834,IF,20250603124722,2025-04-25 07:24:37,https://data-argo.ifremer.fr/dac/coriolis/1902660/profiles/R1902660_009.nc
incois/3902630/profiles/R3902630_003.nc,20250118140735,-8.183,71.617,I,844,IN,20250119003205,2025-01-18 14:07:35,https://data-argo.ifremer.fr/dac/incois/3902630/profiles/R3902630_003.nc
incois/7901136/profiles/R7901136_073.nc,20250526132200,14.639,70.137,I,836,IN,20250526135948,2025-05-26 13:22:00,https://data-argo.ifremer.fr/dac/incois/7901136/profiles/R7901136_073.nc
aoml/1902053/profiles/D1902053_178.nc,20250507231334,-13.17,90.315,I,853,AO,20250708044404,2025-05-07 23:13:34,https://data-argo.ifremer.fr/dac/aoml/1902053/profiles/D1902053_178.nc
aoml/2903145/profiles/R2903145_061.nc,20250720060909,11.472,54.771,I,854,AO,20250730140145,2025-07-20 06:09:09,https://data-argo.ifremer.fr/dac/aoml/2903145/profiles/R2903145_061.nc
aoml/1902054/profiles/D1902054_161.nc,20241123091425,-13.218,94.489,I,853,AO,20250708044409,2024-11-23 09:14:25,https://data-argo.ifremer.fr/dac/aoml/1902054/profiles/D1902054_161.nc
incois/2903950/profiles/R2903950_020.nc,20250705132400,-14.599,68.127,I,836,IN,20250705145842,2025-07-05 13:24:00,https://data-argo.ifremer.fr/dac/incois/2903950/profiles/R2903950_020.nc
csiro/5905405/profiles/R5905405_232.nc,20250107043533,-12.207,84.578,I,869,CS,20250509003305,2025-01-07 04:35:33,https://data-argo.ifremer.fr/dac/csiro/5905405/profiles/R5905405_232.nc
bodc/1901910/profiles/R1901910_234.nc,20241006010723,2.101,74.045,I,846,BO,20241006080313,2024-10-06 01:07:23,https://data-argo.ifremer.fr/dac/bodc/1901910/profiles/R1901910_234.nc
aoml/1902201/profiles/R1902201_255.nc,20250617181408,-13.773,77.598,I,863,AO,20250721165228,2025-06-17 18:14:08,https://data-argo.ifremer.fr/dac/aoml/1902201/profiles/R1902201_255.nc
aoml/2903466/profiles/D2903466_060.nc,20250214235305,0.223,70.11,I,869,AO,20250404141536,2025-02-14 23:53:05,https://data-argo.ifremer.fr/dac/aoml/2903466/profiles/D2903466_060.nc
aoml/2903149/profiles/R2903149_050.nc,20250328170422,13.313,62.82,I,854,AO,20250408020108,2025-03-28 17:04:22,https://data-argo.ifremer.fr/dac/aoml/2903149/profiles/R2903149_050.nc
aoml/1902286/profiles/R1902286_008.nc,20241016112534,4.846,66.503,I,869,AO,20241126040138,2024-10-16 11:25:34,https://data-argo.ifremer.fr/dac/aoml/1902286/profiles/R1902286_008.nc
coriolis/6902951/profiles/R6902951_193.nc,20241218193620,-9.136,55.814,I,844,IF,20250310123223,2024-12-18 19:36:20,https://data-argo.ifremer.fr/dac/coriolis/6902951/profiles/R6902951_193.nc
incois/7901130/profiles/R7901130_056.nc,20250805140813,-1.483,88.1,I,844,IN,20250806003131,2025-08-05 14:08:13,https://data-argo.ifremer.fr/dac/incois/7901130/profiles/R7901130_056.nc
aoml/1902201/profiles/R1902201_258.nc,20250717170941,-14.146,76.97,I,863,AO,20250721165231,2025-07-17 17:09:41,https://data-argo.ifremer.fr/dac/aoml/1902201/profiles/R1902201_258.nc
aoml/1902482/profiles/R1902482_080.nc,20250725120900,3.276,70.822,I,854,AO,20250804223256,2025-07-25 12:09:00,https://data-argo.ifremer.fr/dac/aoml/1902482/profiles/R1902482_080.nc
incois/7901131/profiles/R7901131_051.nc,20250529141403,-4.983,86.783,I,844,IN,20250530003210,2025-05-29 14:14:03,https://data-argo.ifremer.fr/dac/incois/7901131/profiles/R7901131_051.nc
incois/7901130/profiles/D7901130_039.nc,20250216001325,-1.05,81.133,I,844,IN,20250525180353,2025-02-16 00:13:25,https://data-argo.ifremer.fr/dac/incois/7901130/profiles/D7901130_039.nc
aoml/5902490/profiles/R5902490_390.nc,20250416224300,-11.33,103.764,I,853,AO,20250417223108,2025-04-16 22:43:00,https://data-argo.ifremer.fr/dac/aoml/5902490/profiles/R5902490_390.nc
csiro/2901861/profiles/R2901861_264.nc,20250123062543,-11.374,86.436,I,869,CS,20250123093233,2025-01-23 06:25:43,https://data-argo.ifremer.fr/dac/csiro/2901861/profiles/R2901861_264.nc
incois/4903776/profiles/D4903776_050.nc,20250123135649,9.983,88.383,I,844,IN,20250531165441,2025-01-23 13:56:49,https://data-argo.ifremer.fr/dac/incois/4903776/profiles/D4903776_050.nc
aoml/1902194/profiles/D1902194_242.nc,20241230191506,2.076,64.442,I,863,AO,20250801130748,2024-12-30 19:15:06,https://data-argo.ifremer.fr/dac/aoml/1902194/profiles/D1902194_242.nc
coriolis/1902681/profiles/D1902681_039.nc,20250506074400,10.789,82.46,I,844,IF,20250825154343,2025-05-06 07:44:00,https://data-argo.ifremer.fr/dac/coriolis/1902681/profiles/D1902681_039.nc
meds/4902626/profiles/R4902626_081.nc,20241224232800,-8.028,43.522,I,836,ME,20241225000146,2024-12-24 23:28:00,https://data-argo.ifremer.fr/dac/meds/4902626/profiles/R4902626_081.nc
incois/5907138/profiles/R5907138_011.nc,20250305135703,2.35,85.75,I,844,IN,20250306003016,2025-03-05 13:57:03,https://data-argo.ifremer.fr/dac/incois/5907138/profiles/R5907138_011.nc
aoml/1902457/profiles/D1902457_050.nc,20241005102531,6.287,67.447,I,869,AO,20250828124504,2024-10-05 10:25:31,https://data-argo.ifremer.fr/dac/aoml/1902457/profiles/D1902457_050.nc
incois/7901130/profiles/D7901130_025.nc,20240929141102,-1.617,76.85,I,844,IN,20250525180348,2024-09-29 14:11:02,https://data-argo.ifremer.fr/dac/incois/7901130/profiles/D7901130_025.nc
incois/7901128/profiles/R7901128_050.nc,20250211140857,18.667,67.433,I,844,IN,20250212003640,2025-02-11 14:08:57,https://data-argo.ifremer.fr/dac/incois/7901128/profiles/R7901128_050.nc
aoml/3902280/profiles/R3902280_117.nc,20250305013148,-14.463,77.837,I,863,AO,20250305030127,2025-03-05 01:31:48,https://data-argo.ifremer.fr/dac/aoml/3902280/profiles/R3902280_117.nc
incois/7901126/profiles/D7901126_059.nc,20250423141303,11.5,90.533,I,844,IN,20250525174459,2025-04-23 14:13:03,https://data-argo.ifremer.fr/dac/incois/7901126/profiles/D7901126_059.nc
incois/3902629/profiles/R3902629_022.nc,20250625140425,-2.583,77.8,I,844,IN,20250626003056,2025-06-25 14:04:25,https://data-argo.ifremer.fr/dac/incois/3902629/profiles/R3902629_022.nc
aoml/3902280/profiles/R3902280_116.nc,20250222205309,-14.629,76.948,I,863,AO,20250222233105,2025-02-22 20:53:09,https://data-argo.ifremer.fr/dac/aoml/3902280/profiles/R3902280_116.nc
bodc/1901898/profiles/R1901898_246.nc,20250216211701,13.153,48.618,I,846,BO,20250217200239,2025-02-16 21:17:01,https://data-argo.ifremer.fr/dac/bodc/1901898/profiles/R1901898_246.nc
aoml/2903142/profiles/D2903142_083.nc,20250226082836,13.539,61.907,I,854,AO,20250714144155,2025-02-26 08:28:36,https://data-argo.ifremer.fr/dac/aoml/2903142/profiles/D2903142_083.nc
incois/2903895/profiles/D2903895_041.nc,20250307140603,10.217,64.683,I,844,IN,20250526114109,2025-03-07 14:06:03,https://data-argo.ifremer.fr/dac/incois/2903895/profiles/D2903895_041.nc
incois/5907092/profiles/D5907092_064.nc,20250316132300,15.312,64.106,I,836,IN,20250526063601,2025-03-16 13:23:00,https://data-argo.ifremer.fr/dac/incois/5907092/profiles/D5907092_064.nc
incois/7901126/profiles/D7901126_062.nc,20250523140618,11.067,91.5,I,844,IN,20250525174500,2025-05-23 14:06:18,https://data-argo.ifremer.fr/dac/incois/7901126/profiles/D7901126_062.nc
coriolis/2903955/profiles/R2903955_065.nc,20250817065420,24.38,58.934,I,844,IF,20250817072920,2025-08-17 06:54:20,https://data-argo.ifremer.fr/dac/coriolis/2903955/profiles/R2903955_065.nc
coriolis/2903955/profiles/R2903955_023.nc,20250521184720,23.498,60.112,I,844,IF,20250521193201,2025-05-21 18:47:20,https://data-argo.ifremer.fr/dac/coriolis/2903955/profiles/R2903955_023.nc
csiro/5905212/profiles/R5905212_279.nc,20250628075228,-8.966,98.658,I,869,CS,20250628103712,2025-06-28 07:52:28,https://data-argo.ifremer.fr/dac/csiro/5905212/profiles/R5905212_279.nc
coriolis/5906970/profiles/R5906970_076.nc,20241012075929,-13.108,51.364,I,834,IF,20250420112213,2024-10-12 07:59:29,https://data-argo.ifremer.fr/dac/coriolis/5906970/profiles/R5906970_076.nc
aoml/2903138/profiles/R2903138_080.nc,20250130012408,6.132,67.987,I,854,AO,20250209100138,2025-01-30 01:24:08,https://data-argo.ifremer.fr/dac/aoml/2903138/profiles/R2903138_080.nc
csiro/5905529/profiles/R5905529_085.nc,20250309174820,-13.564,88.972,I,844,CS,20250309213333,2025-03-09 17:48:20,https://data-argo.ifremer.fr/dac/csiro/5905529/profiles/R5905529_085.nc
incois/6990614/profiles/R6990614_057.nc,20250814140855,-5.05,58.217,I,844,IN,20250815003253,2025-08-14 14:08:55,https://data-argo.ifremer.fr/dac/incois/6990614/profiles/R6990614_057.nc
aoml/1902054/profiles/R1902054_181.nc,20250607102007,-12.677,98.14,I,853,AO,20250617090233,2025-06-07 10:20:07,https://data-argo.ifremer.fr/dac/aoml/1902054/profiles/R1902054_181.nc
csiro/5905547/profiles/R5905547_069.nc,20250628111220,-13.548,86.805,I,844,CS,20250628133550,2025-06-28 11:12:20,https://data-argo.ifremer.fr/dac/csiro/5905547/profiles/R5905547_069.nc
incois/4903776/profiles/D4903776_045.nc,20241204140955,10.867,89.433,I,844,IN,20250531165439,2024-12-04 14:09:55,https://data-argo.ifremer.fr/dac/incois/4903776/profiles/D4903776_045.nc
aoml/1902053/profiles/R1902053_187.nc,20250804024126,-13.61,91.306,I,853,AO,20250814000132,2025-08-04 02:41:26,https://data-argo.ifremer.fr/dac/aoml/1902053/profiles/R1902053_187.nc
coriolis/4903660/profiles/R4903660_108.nc,20250902070118,17.003,58.72,I,834,IF,20250902112703,2025-09-02 07:01:18,https://data-argo.ifremer.fr/dac/coriolis/4903660/profiles/R4903660_108.nc
aoml/3902280/profiles/R3902280_134.nc,20250825162509,-13.095,80.347,I,863,AO,20250825170429,2025-08-25 16:25:09,https://data-argo.ifremer.fr/dac/aoml/3902280/profiles/R3902280_134.nc
coriolis/6903139/profiles/R6903139_377.nc,20250705025730,11.866,49.735,I,844,IF,20250705034942,2025-07-05 02:57:30,https://data-argo.ifremer.fr/dac/coriolis/6903139/profiles/R6903139_377.nc
incois/5907140/profiles/R5907140_018.nc,20250626140830,9.6,82.333,I,844,IN,20250627003302,2025-06-26 14:08:30,https://data-argo.ifremer.fr/dac/incois/5907140/profiles/R5907140_018.nc
csio/2902766/profiles/R2902766_202.nc,20250618234056,13.803,88.087,I,841,HZ,20250619011038,2025-06-18 23:40:56,https://data-argo.ifremer.fr/dac/csio/2902766/profiles/R2902766_202.nc
meds/4902623/profiles/R4902623_071.nc,20240928013500,-1.659,55.036,I,836,ME,20240928000121,2024-09-28 01:35:00,https://data-argo.ifremer.fr/dac/meds/4902623/profiles/R4902623_071.nc
aoml/1902202/profiles/R1902202_236.nc,20250425061201,-5.296,42.137,I,863,AO,20250425070208,2025-04-25 06:12:01,https://data-argo.ifremer.fr/dac/aoml/1902202/profiles/R1902202_236.nc
aoml/1902471/profiles/R1902471_072.nc,20250504234759,1.315,74.31,I,854,AO,20250515070230,2025-05-04 23:47:59,https://data-argo.ifremer.fr/dac/aoml/1902471/profiles/R1902471_072.nc
incois/7902170/profiles/R7902170_045.nc,20250630165209,1.099,87.928,I,846,IN,20250804054039,2025-06-30 16:52:09,https://data-argo.ifremer.fr/dac/incois/7902170/profiles/R7902170_045.nc
aoml/2903141/profiles/R2903141_093.nc,20250616214724,-5.239,72.88,I,854,AO,20250627050210,2025-06-16 21:47:24,https://data-argo.ifremer.fr/dac/aoml/2903141/profiles/R2903141_093.nc
coriolis/6903140/profiles/R6903140_369.nc,20250626185330,21.869,63.841,I,844,IF,20250626194057,2025-06-26 18:53:30,https://data-argo.ifremer.fr/dac/coriolis/6903140/profiles/R6903140_369.nc
csio/2902772/profiles/D2902772_187.nc,20250401192620,14.466,85.169,I,841,HZ,20250529075838,2025-04-01 19:26:20,https://data-argo.ifremer.fr/dac/csio/2902772/profiles/D2902772_187.nc
aoml/1902250/profiles/D1902250_162.nc,20241206151007,-19.509,71.355,I,853,AO,20250729165131,2024-12-06 15:10:07,https://data-argo.ifremer.fr/dac/aoml/1902250/profiles/D1902250_162.nc
coriolis/6990514/profiles/R6990514_100.nc,20250622070320,16.188,66.452,I,834,IF,20250622115305,2025-06-22 07:03:20,https://data-argo.ifremer.fr/dac/coriolis/6990514/profiles/R6990514_100.nc
csiro/5905547/profiles/R5905547_063.nc,20250430164920,-13.64,86.442,I,844,CS,20250430193302,2025-04-30 16:49:20,https://data-argo.ifremer.fr/dac/csiro/5905547/profiles/R5905547_063.nc
incois/7902251/profiles/R7902251_006.nc,20250227140139,9.8,86.367,I,844,IN,20250228003204,2025-02-27 14:01:39,https://data-argo.ifremer.fr/dac/incois/7902251/profiles/R7902251_006.nc
aoml/2903147/profiles/R2903147_053.nc,20250427171503,14.477,59.645,I,854,AO,20250508020220,2025-04-27 17:15:03,https://data-argo.ifremer.fr/dac/aoml/2903147/profiles/R2903147_053.nc
incois/2902201/profiles/R2902201_332.nc,20250330131056,18.844,58.541,I,846,IN,20250402153013,2025-03-30 13:10:56,https://data-argo.ifremer.fr/dac/incois/2902201/profiles/R2902201_332.nc
aoml/1902479/profiles/R1902479_050.nc,20241022205400,-2.686,85.276,I,854,AO,20250106235624,2024-10-22 20:54:00,https://data-argo.ifremer.fr/dac/aoml/1902479/profiles/R1902479_050.nc
incois/7901127/profiles/R7901127_064.nc,20250613135525,8.05,92.067,I,844,IN,20250614003141,2025-06-13 13:55:25,https://data-argo.ifremer.fr/dac/incois/7901127/profiles/R7901127_064.nc
incois/2903894/profiles/D2903894_045.nc,20250416140321,-0.983,87.567,I,844,IN,20250526113124,2025-04-16 14:03:21,https://data-argo.ifremer.fr/dac/incois/2903894/profiles/D2903894_045.nc
incois/7902251/profiles/R7902251_020.nc,20250717140456,11.2,87.817,I,844,IN,20250718003302,2025-07-17 14:04:56,https://data-argo.ifremer.fr/dac/incois/7902251/profiles/R7902251_020.nc
csiro/5905520/profiles/R5905520_092.nc,20250329143206,-14.312,108.518,I,869,CS,20250329183629,2025-03-29 14:32:06,https://data-argo.ifremer.fr/dac/csiro/5905520/profiles/R5905520_092.nc
aoml/5906280/profiles/D5906280_180.nc,20250714024835,-13.754,90.399,I,846,AO,20250902123929,2025-07-14 02:48:35,https://data-argo.ifremer.fr/dac/aoml/5906280/profiles/D5906280_180.nc
coriolis/6990700/profiles/R6990700_023.nc,20250602172449,22.569,59.916,I,834,IF,20250602185813,2025-06-02 17:24:49,https://data-argo.ifremer.fr/dac/coriolis/6990700/profiles/R6990700_023.nc
incois/1902673/profiles/D1902673_057.nc,20250508140033,11.6,68.717,I,844,IN,20250526151526,2025-05-08 14:00:33,https://data-argo.ifremer.fr/dac/incois/1902673/profiles/D1902673_057.nc
incois/7902287/profiles/R7902287_011.nc,20250617035956,8.9,68.717,I,844,IN,20250617093701,2025-06-17 03:59:56,https://data-argo.ifremer.fr/dac/incois/7902287/profiles/R7902287_011.nc
aoml/2903435/profiles/R2903435_051.nc,20250718015627,-0.168,93.458,I,875,AO,20250727170124,2025-07-18 01:56:27,https://data-argo.ifremer.fr/dac/aoml/2903435/profiles/R2903435_051.nc
incois/3902629/profiles/R3902629_024.nc,20250715140055,-1.65,76.333,I,844,IN,20250716003058,2025-07-15 14:00:55,https://data-argo.ifremer.fr/dac/incois/3902629/profiles/R3902629_024.nc
coriolis/6903031/profiles/R6903031_076.nc,20241117224500,-5.664,51.243,I,838,IF,20250307232903,2024-11-17 22:45:00,https://data-argo.ifremer.fr/dac/coriolis/6903031/profiles/R6903031_076.nc
aoml/7901117/profiles/R7901117_001.nc,20250411045431,-1.678,93.931,I,853,AO,20250412070128,2025-04-11 04:54:31,https://data-argo.ifremer.fr/dac/aoml/7901117/profiles/R7901117_001.nc
coriolis/1902660/profiles/R1902660_038.nc,20250829125438,23.475,60.999,I,834,IF,20250829140629,2025-08-29 12:54:38,https://data-argo.ifremer.fr/dac/coriolis/1902660/profiles/R1902660_038.nc
incois/1902672/profiles/D1902672_039.nc,20241023222032,18.95,69.867,I,844,IN,20250526150746,2024-10-23 22:20:32,https://data-argo.ifremer.fr/dac/incois/1902672/profiles/D1902672_039.nc
aoml/2903146/profiles/R2903146_032.nc,20240930090418,-5.362,71.234,I,854,AO,20250107000059,2024-09-30 09:04:18,https://data-argo.ifremer.fr/dac/aoml/2903146/profiles/R2903146_032.nc
